timestamp,setpoint,input,pwm,error,p,i,d
57979.99999999703,55.75053653507386,58.023403948918904,-4.458467285195128,-2.2728674138450415,3.0,0.01,0.0
58089.99999999701,55.47586473767657,57.447299909780135,-5.470736164347917,-1.9714351721035683,3.0,0.01,0.0
58199.99999999699,55.261157949957095,56.87368447773171,-4.8905518514864035,-1.6125265277746124,3.0,0.01,0.0
58309.999999996966,55.10926199633427,56.39142698611008,-3.947733631736173,-1.282164989775815,3.0,0.01,0.0
58419.999999996944,55.0221901769861,56.01414403088657,-3.008914321751698,-0.9919538539004691,3.0,0.01,0.0
58529.99999999692,55.001096582625436,55.73524675540303,-2.154337913091032,-0.7341501727775963,3.0,0.01,0.0
58639.9999999969,55.046260797640585,55.54533902420439,-1.3806429612727626,-0.4990782265638032,3.0,0.01,0.0
58749.99999999688,55.157084194352784,55.4366952247052,-0.6679868087956675,-0.2796110303524131,3.0,0.01,0.0
58859.99999999686,55.3320978675081,55.403669314510665,0.00048263011711792425,-0.07157144700256879,3.0,0.01,0.0
58969.999999996835,55.56898210383626,55.44206960427754,0.6349078192463506,0.12691249955872053,3.0,0.01,0.0
59079.99999999681,55.8645971286178,55.54845335473255,1.2395632559365897,0.3161437738852513,3.0,0.01,0.0
59189.99999999679,56.215024721730245,55.71958320063112,1.8145663434395984,0.4954415210991243,3.0,0.01,0.0
59299.99999999677,56.61562015157424,55.95206425142177,2.3573940915018854,0.663555900152474,3.0,0.01,0.0
59409.99999999675,57.06107373852387,56.24212458554855,2.8640067483196705,0.8189491529753212,3.0,0.01,0.0
59519.999999996726,57.54548123190936,56.58549785668505,3.3296268060199976,0.9599833752243114,3.0,0.01,0.0
59629.999999996704,58.0624220677236,56.977375682371836,3.749266683540778,1.0850463853517667,3.0,0.01,0.0
59739.99999999668,58.60504446978716,57.412407206482676,4.118085700789376,1.1926372633044835,3.0,0.01,0.0
59849.99999999666,59.16615626640226,57.88473072685016,4.431634142869072,1.281425539552103,3.0,0.01,0.0
59959.99999999664,59.738320218767704,58.3880274154225,4.686022668899398,1.350292803345205,3.0,0.01,0.0
60069.99999999662,60.31395259762891,58.915590478427085,4.878041335121211,1.3983621192018276,3.0,0.01,0.0
60179.999999996595,60.885423701580386,59.46040518163714,5.005243248233886,1.4250185199432437,3.0,0.01,0.0
60289.99999999657,61.44515898470515,60.01523644049033,5.066001997905127,1.4299225442148256,3.0,0.01,0.0
60399.99999999655,61.98573945315733,60.57272144798459,5.059548401653171,1.413018005172738,3.0,0.01,0.0
60509.99999999653,62.49999999998425,61.12546528115806,4.985989920142951,1.3745347188261903,3.0,0.01,0.0
60619.99999999651,62.981124374813405,61.66613771358835,4.8463148278764665,1.3149866612250563,3.0,0.01,0.0
60729.999999996486,63.42273552963003,62.187569643832646,4.642382508416382,1.235165885797386,3.0,0.01,0.0
60839.999999996464,63.818980143161276,62.68284767544385,4.376900868071074,1.1361324677174238,3.0,0.01,0.0
60949.99999999644,64.16460620354017,63.14540548194786,4.053391692701395,1.0192007215923127,3.0,0.01,0.0
61059.99999999642,64.45503262093334,63.56911067723717,3.676144725579123,0.8859219436961681,3.0,0.01,0.0
61169.9999999964,64.68640994745289,63.9483459983825,3.250161268342586,0.7380639490703871,3.0,0.01,0.0
61279.99999999638,64.85567139954365,64.27808369961191,2.781088169880217,0.5775876999317404,3.0,0.01,0.0
61389.999999996355,64.96057350657,64.55395215611313,2.2751431492193626,0.40662135045687364,3.0,0.01,0.0
61499.99999999633,64.99972584682736,64.77229378558785,1.739032485366495,0.22743206123951154,3.0,0.01,0.0
61609.99999999631,64.97260947684339,64.93021351421528,1.1798621912381164,0.042395962628106076,3.0,0.01,0.0
61719.99999999629,64.87958380969798,65.02561714122427,0.6050438648890684,-0.14603333152629716,3.0,0.01,0.0
61829.99999999627,64.72188185119383,65.05723909150412,0.022196475551013485,-0.33535724031028735,3.0,0.01,0.0
61939.999999996246,64.50159385701954,65.02465918715441,-0.5609546079116443,-0.5230653301348696,3.0,0.01,0.0
