timestamp,setpoint,input,pwm,error,p,i,d
295019.9999998767,40.00123367515297,40.0085129635441,-2.0211460227490927,-0.0072792883911318995,13.5,0.0,0.0
295129.9999998766,40.17712749234987,39.963563613922304,1.0081258282699674,0.2135638784275642,13.5,0.0,0.0
295239.9999998765,40.645559691015556,40.257423090968295,3.9981539789569625,0.388136600047261,13.5,0.0,0.0
295349.99999987637,41.392579728972194,40.855650718454015,6.58528166672429,0.536929010518179,13.5,0.0,0.0
295459.9999998763,42.3959403427377,41.720900531871415,8.901012146174425,0.6750398108662878,13.5,0.0,0.0
295569.9999998762,43.62576010101467,42.82799178078593,10.996464992653491,0.7977683202287409,13.5,0.0,0.0
295679.9999998761,45.045413313985335,44.148609642211696,12.793975602196447,0.8968036717736396,13.5,0.0,0.0
295789.99999987596,46.61262079571443,45.64455874621226,14.208207933733506,0.9680620495021657,13.5,0.0,0.0
295899.9999998759,48.28070899528557,47.27052533392791,15.191883819151107,1.0101836613576651,13.5,0.0,0.0
296009.9999998758,49.99999999804909,48.97761689570028,15.721621747634611,1.0223831023488117,13.5,0.0,0.0
296119.99999987567,51.71929100087072,50.71504153049813,15.784445967936954,1.0042494703725922,13.5,0.0,0.0
296229.9999998756,53.3873792006139,52.431177335402225,15.37788793127993,0.9562018652116748,13.5,0.0,0.0
296339.9999998755,54.954586682624935,54.07493750113455,14.513247864631865,0.879649181490386,13.5,0.0,0.0
296449.9999998754,56.3742398959785,55.597346801427854,13.21619322760135,0.776893094550644,13.5,0.0,0.0
296559.99999987526,57.604059654727905,56.95305481099942,11.52551541321417,0.6510048437284865,13.5,0.0,0.0
296669.9999998752,58.607420269041334,58.101688737641915,9.491628667137519,0.5057315313994195,13.5,0.0,0.0
296779.9999998751,59.354440307605046,59.009043803471194,7.175084613089277,0.34539650413385203,13.5,0.0,0.0
296889.99999987497,59.8228725069189,59.64809812917527,4.644852892796154,0.17477437774363125,13.5,0.0,0.0
296999.9999998749,59.998766324785734,59.99981920766549,1.976286383322889,-0.0010528828797546907,13.5,0.0,0.0
297109.9999998748,59.876883406259076,60.05373205853437,-0.7511369944276645,-0.17684865227529656,13.5,0.0,0.0
297219.9999998747,59.46085358891308,59.808231155480335,-3.4561895010047463,-0.3473775665672534,13.5,0.0,0.0
297329.99999987456,58.76306680138771,59.27062792379688,-6.058311662651759,-0.5075611224091716,13.5,0.0,0.0
297439.9999998745,57.80430407461601,58.45693291703568,-8.480009269072212,-0.6526288424196665,13.5,0.0,0.0
297549.9999998744,56.61311865471658,57.39137905256379,-10.649160890430963,-0.7782603978472125,13.5,0.0,0.0
297659.9999998743,55.22498564884317,56.10569995488805,-12.501166151147903,-0.8807143060448794,13.5,0.0,0.0
297769.9999998742,53.681245528684215,54.63818488251182,-13.980869809364874,-0.9569393538276074,13.5,0.0,0.0
297879.9999998741,52.02787295550179,53.03253841395966,-15.04420431489931,-1.0046654584578647,13.5,0.0,0.0
297989.999999874,50.31410759275961,51.33657886497691,-15.659502145031201,-1.0224712722172953,13.5,0.0,0.0
298099.99999987386,48.590987682585265,49.600814196119686,-15.808438900034007,-1.0098265135344207,13.5,0.0,0.0
298209.9999998738,46.9098300581359,47.876937818380156,-15.486579039579915,-0.9671077602442537,13.5,0.0,0.0
298319.9999998737,45.32070185914761,46.21628909360796,-14.703507983506833,-0.8955872344603506,13.5,0.0,0.0
298429.9999998736,43.87092946503908,44.66832437891347,-13.482546643746666,-0.7973949138743848,13.5,0.0,0.0
298539.9999998735,42.60368905155121,43.279144149674245,-11.860056894754782,-0.6754550981230381,13.5,0.0,0.0
298649.9999998734,41.55672074604569,42.09012006529037,-9.884358667821855,-0.5333993192446798,13.5,0.0,0.0
298759.9999998733,40.76120467564894,41.136662865428725,-7.614290918698285,-0.37545818977978485,13.5,0.0,0.0
298869.99999987317,40.24083238104712,40.447167790468285,-5.117459324290871,-0.20633540942116468,13.5,0.0,0.0
298979.9999998731,40.01110125047422,40.04216893296837,-2.4682228944519564,-0.031067682494153814,13.5,0.0,0.0
