timestamp,setpoint,input,pwm,error,p,i,d
95880.00000001215,59.32142213789145,57.99864401241014,4.7726026400507475,1.3227781254813138,3.0,0.03,0.0
95980.0000000122,59.842946204673105,58.52709366042679,5.54945360796733,1.3158525442463116,3.0,0.03,0.0
96080.00000001225,60.366190985702055,59.0924914984367,5.688520033417344,1.273699487265354,3.0,0.03,0.0
96180.0000000123,60.88542370166125,59.65869567827702,5.625534465876793,1.2267280233842328,3.0,0.03,0.0
96280.00000001235,61.39495553025815,60.21490194796143,5.506148427677574,1.180053582296722,3.0,0.03,0.0
96380.0000000124,61.889203934152384,60.75807112013545,5.368713322103907,1.1311328140169365,3.0,0.03,0.0
96480.00000001246,62.36275382440268,61.28666941100181,5.21545147113487,1.0760844134008707,3.0,0.03,0.0
96580.0000000125,62.81041688931471,61.798737190118956,5.039039351745981,1.0116796991957528,3.0,0.03,0.0
96680.00000001256,63.227288438669895,62.29152243742313,4.831769457035129,0.9357660012467619,3.0,0.03,0.0
96780.0000000126,63.608801140537494,62.76161653273443,4.588162407676832,0.8471846078030651,3.0,0.03,0.0
96880.00000001266,63.95077506191908,63.20520468620918,4.305289147799456,0.745570375709903,3.0,0.03,0.0
96980.0000000127,64.24946346496937,63.618303626203435,3.982412637519079,0.6311598387659316,3.0,0.03,0.0
97080.00000001276,64.50159385704004,63.996954787957456,3.62051702335764,0.5046390690825788,3.0,0.03,0.0
97180.0000000128,64.70440384479384,64.3373731028947,3.221896876817834,0.36703074189914275,3.0,0.03,0.0
97280.00000001286,64.85567139956423,64.63605976229628,2.789838244436134,0.21961163726794553,3.0,0.03,0.0
97380.00000001291,64.95373920236639,64.88988763901479,2.328379513837047,0.06385156335160502,3.0,0.03,0.0
97480.00000001297,64.99753280183079,65.0961662106651,1.8421312792444986,-0.09863340883431704,3.0,0.03,0.0
97580.00000001301,64.9865723861173,65.25269082815,1.3361366539009865,-0.26611844203269186,3.0,0.03,0.0
97680.00000001307,64.9209780398341,65.35777957330752,0.8157581818902404,-0.4368015334734281,3.0,0.03,0.0
97780.00000001311,64.80146842836555,65.41029981122429,0.2865818489211325,-0.6088313828587388,3.0,0.03,0.0
97880.00000001317,64.62935292402395,65.40968578443245,-0.2456679816316157,-0.7803328604085067,3.0,0.03,0.0
97980.00000001321,64.40651726029228,65.3559481152306,-0.7752065330182417,-0.9494308549383277,3.0,0.03,0.0
98080.00000001327,64.13540287133377,65.24967579244881,-1.296261717627387,-1.1142729211150453,3.0,0.03,0.0
98180.00000001333,63.81898014312824,65.09203105637371,-1.8031435702166234,-1.27305091324547,3.0,0.03,0.0
98280.00000001337,63.46071586930154,64.88473751589063,-2.2903105296951454,-1.4240216465890967,3.0,0.03,0.0
98380.00000001343,63.064535268209376,64.630061805233,-2.7524326606320386,-1.5655265370236222,3.0,0.03,0.0
98480.00000001348,62.6347789774235,64.33078909413481,-3.184451643258029,-1.6960101167113137,3.0,0.03,0.0
98580.00000001353,62.17615549679794,63.99019279148742,-3.5816372068892677,-1.8140372946894772,3.0,0.03,0.0
98680.00000001358,61.69368960115962,63.61199882008859,-3.939639599919001,-1.918309218928968,3.0,0.03,0.0
98780.00000001364,61.19266728782371,63.20034488292486,-4.254537656013505,-2.00767759510115,3.0,0.03,0.0
98880.00000001368,60.678577862100646,62.75973518572566,-4.522882015421786,-2.081157323625014,3.0,0.03,0.0
98980.00000001374,60.15705379531878,62.294991123587465,-4.741733082235412,-2.137937328268684,3.0,0.03,0.0
99080.00000001378,59.63380901428985,61.81119847940915,-4.908693336296214,-2.1773894651192975,3.0,0.03,0.0
99180.00000001384,59.11457629833083,61.31365171738073,-5.021933667705215,-2.1990754190498976,3.0,0.03,0.0
99280.00000001388,58.605044469734054,60.80779598486806,-5.080213459367381,-2.202751515134004,3.0,0.03,0.0
99380.00000001394,58.1107960658401,60.299167460046306,-5.082894206417534,-2.1883713942062073,3.0,0.03,0.0
99480.00000001398,57.63724617559023,59.79333270006147,-5.029946528948984,-2.1560865244712417,3.0,0.03,0.0
99580.00000001404,57.189583110678576,59.29582765500681,-4.921950504794827,-2.1062445443282343,3.0,0.03,0.0
99680.00000001409,56.77271156132391,58.812097016380875,-4.7600893209932815,-2.0393854550569657,3.0,0.03,0.0
99780.00000001414,56.391198859456985,58.34743456484981,-4.546136314940021,-1.956235705392828,3.0,0.03,0.0
